sgRNA,Gene,Category
OR1J4-2,OR1J4,Other
OR1J4-3,OR1J4,Other
OR1J4-4,OR1J4,Other
FBXL21-1,FBXL21,Other
FBXL21-2,FBXL21,Other
FBXL21-3,FBXL21,Other
FBXL21-4,FBXL21,Other
FBXL3-1,FBXL3,Other
FBXL3-2,FBXL3,Other
FBXL3-3,FBXL3,Other
FBXL3-4,FBXL3,Other
ARL5A-1,ARL5A,Other
ARL5A-2,ARL5A,Other
ARL5A-3,ARL5A,Other
ARL5A-4,ARL5A,Other
PHGDH-1,PHGDH,Other
PHGDH-2,PHGDH,Other
PHGDH-3,PHGDH,Other
PHGDH-4,PHGDH,Other
STAP1-1,STAP1,Other
STAP1-2,STAP1,Other
STAP1-3,STAP1,Other
STAP1-4,STAP1,Other
B3GAT3-1,B3GAT3,Other
B3GAT3-2,B3GAT3,Other
B3GAT3-3,B3GAT3,Other
B3GAT3-4,B3GAT3,Other
TIAM2-1,TIAM2,Other
TIAM2-2,TIAM2,Other
TIAM2-3,TIAM2,Other
TIAM2-4,TIAM2,Other
LRRC29-1,LRRC29,Other
LRRC29-2,LRRC29,Other
LRRC29-3,LRRC29,Other
LRRC29-4,LRRC29,Other
FBXO2-1,FBXO2,Other
FBXO2-2,FBXO2,Other
FBXO2-3,FBXO2,Other
FBXO2-4,FBXO2,Other
FBXL6-1,FBXL6,Other
FBXL6-2,FBXL6,Other
FBXL6-3,FBXL6,Other
FBXL6-4,FBXL6,Other
FBXL5-1,FBXL5,Other
FBXL5-2,FBXL5,Other
FBXL5-3,FBXL5,Other
FBXL5-4,FBXL5,Other
FBXL4-1,FBXL4,Other
FBXL4-2,FBXL4,Other
FBXL4-3,FBXL4,Other
FBXL4-4,FBXL4,Other
LCE2B-1,LCE2B,Other
LCE2B-2,LCE2B,Other
LCE2B-3,LCE2B,Other
LCE2B-4,LCE2B,Other
FAM50B-1,FAM50B,Other
FAM50B-2,FAM50B,Other
FAM50B-3,FAM50B,Other
FAM50B-4,FAM50B,Other
OR2M4-1,OR2M4,Other
OR2M4-2,OR2M4,Other
OR2M4-3,OR2M4,Other
OR2M4-4,OR2M4,Other
OR2L2-1,OR2L2,Other
OR2L2-2,OR2L2,Other
OR2L2-3,OR2L2,Other
OR2L2-4,OR2L2,Other
OR2K2-1,OR2K2,Other
OR2K2-2,OR2K2,Other
OR2K2-3,OR2K2,Other
OR2K2-4,OR2K2,Other
KLHL3-1,KLHL3,Other
KLHL3-2,KLHL3,Other
KLHL3-3,KLHL3,Other
KLHL3-4,KLHL3,Other
KCNG2-1,KCNG2,Other
KCNG2-2,KCNG2,Other
KCNG2-3,KCNG2,Other
KCNG2-4,KCNG2,Other
CLEC4E-1,CLEC4E,Other
CLEC4E-2,CLEC4E,Other
CLEC4E-3,CLEC4E,Other
CLEC4E-4,CLEC4E,Other
OPTC-1,OPTC,Other
OPTC-2,OPTC,Other
OPTC-3,OPTC,Other
OPTC-4,OPTC,Other
CABYR-1,CABYR,Other
CABYR-2,CABYR,Other
CABYR-3,CABYR,Other
CABYR-4,CABYR,Other
NKX2-8-1,NKX2-8,Other
NKX2-8-2,NKX2-8,Other
NKX2-8-3,NKX2-8,Other
NKX2-8-4,NKX2-8,Other
BLOC1S6-1,BLOC1S6,Other
BLOC1S6-2,BLOC1S6,Other
BLOC1S6-3,BLOC1S6,Other
BLOC1S6-4,BLOC1S6,Other
FBXW8-1,FBXW8,Other
FBXW8-2,FBXW8,Other
FBXW8-3,FBXW8,Other
FBXW8-4,FBXW8,Other
FBXO25-1,FBXO25,Other
FBXO25-2,FBXO25,Other
FBXO25-3,FBXO25,Other
FBXO25-4,FBXO25,Other
FBXO24-1,FBXO24,Other
FBXO24-2,FBXO24,Other
FBXO24-3,FBXO24,Other
FBXO24-4,FBXO24,Other
TSPAN17-1,TSPAN17,Other
TSPAN17-2,TSPAN17,Other
TSPAN17-3,TSPAN17,Other
TSPAN17-4,TSPAN17,Other
FBXO22-1,FBXO22,Other
FBXO22-2,FBXO22,Other
FBXO22-3,FBXO22,Other
FBXO22-4,FBXO22,Other
SLC13A4-1,SLC13A4,Other
SLC13A4-2,SLC13A4,Other
SLC13A4-3,SLC13A4,Other
SLC13A4-4,SLC13A4,Other
FBXO10-1,FBXO10,Other
FBXO10-2,FBXO10,Other
FBXO10-3,FBXO10,Other
FBXO10-4,FBXO10,Other
FBXO9-1,FBXO9,Other
FBXO9-2,FBXO9,Other
FBXO9-3,FBXO9,Other
FBXO9-4,FBXO9,Other
FBXO8-1,FBXO8,Other
FBXO8-2,FBXO8,Other
FBXO8-3,FBXO8,Other
FBXO8-4,FBXO8,Other
FBXO6-1,FBXO6,Other
FBXO6-2,FBXO6,Other
FBXO6-3,FBXO6,Other
FBXO6-4,FBXO6,Other
FBXO5-1,FBXO5,Other
FBXO5-2,FBXO5,Other
FBXO5-3,FBXO5,Other
FBXO5-4,FBXO5,Other
FBXO4-1,FBXO4,Other
FBXO4-2,FBXO4,Other
FBXO4-3,FBXO4,Other
FBXO4-4,FBXO4,Other
FBXO3-1,FBXO3,Other
FBXO3-2,FBXO3,Other
FBXO3-3,FBXO3,Other
FBXO3-4,FBXO3,Other
HIBCH-1,HIBCH,Other
HIBCH-2,HIBCH,Other
HIBCH-3,HIBCH,Other
HIBCH-4,HIBCH,Other
VPS33B-1,VPS33B,Other
VPS33B-2,VPS33B,Other
VPS33B-3,VPS33B,Other
VPS33B-4,VPS33B,Other
TINF2-1,TINF2,Other
TINF2-2,TINF2,Other
TINF2-3,TINF2,Other
TINF2-4,TINF2,Other
SACS-1,SACS,Other
SACS-2,SACS,Other
SACS-3,SACS,Other
SACS-4,SACS,Other
PLA2G2D-1,PLA2G2D,Other
PLA2G2D-2,PLA2G2D,Other
PLA2G2D-3,PLA2G2D,Other
PLA2G2D-4,PLA2G2D,Other
IL1RAPL2-1,IL1RAPL2,Other
IL1RAPL2-2,IL1RAPL2,Other
IL1RAPL2-3,IL1RAPL2,Other
IL1RAPL2-4,IL1RAPL2,Other
FGF20-1,FGF20,Other
FGF20-2,FGF20,Other
FGF20-3,FGF20,Other
FGF20-4,FGF20,Other
ERAL1-1,ERAL1,Other
ERAL1-2,ERAL1,Other
ERAL1-3,ERAL1,Other
ERAL1-4,ERAL1,Other
CLDN17-1,CLDN17,Other
CLDN17-2,CLDN17,Other
CLDN17-3,CLDN17,Other
CLDN17-4,CLDN17,Other
ARFGAP3-1,ARFGAP3,Other
ARFGAP3-2,ARFGAP3,Other
ARFGAP3-3,ARFGAP3,Other
ARFGAP3-4,ARFGAP3,Other
ANKRD2-1,ANKRD2,Other
ANKRD2-2,ANKRD2,Other
ANKRD2-3,ANKRD2,Other
ANKRD2-4,ANKRD2,Other
AK5-1,AK5,Other
AK5-2,AK5,Other
AK5-3,AK5,Other
AK5-4,AK5,Other
GALNT8-1,GALNT8,Other
GALNT8-2,GALNT8,Other
GALNT8-3,GALNT8,Other
GALNT8-4,GALNT8,Other
FGF21-1,FGF21,Other
FGF21-2,FGF21,Other
FGF21-3,FGF21,Other
FGF21-4,FGF21,Other
MYCBP-1,MYCBP,Other
MYCBP-2,MYCBP,Other
MYCBP-3,MYCBP,Other
MYCBP-4,MYCBP,Other
SERGEF-1,SERGEF,Other
SERGEF-2,SERGEF,Other
SERGEF-3,SERGEF,Other
SERGEF-4,SERGEF,Other
EHF-1,EHF,Other
EHF-2,EHF,Other
EHF-3,EHF,Other
EHF-4,EHF,Other
GBGT1-1,GBGT1,Other
GBGT1-2,GBGT1,Other
GBGT1-3,GBGT1,Other
GBGT1-4,GBGT1,Other
GAPDHS-1,GAPDHS,Other
GAPDHS-2,GAPDHS,Other
GAPDHS-3,GAPDHS,Other
GAPDHS-4,GAPDHS,Other
OR7A17-1,OR7A17,Other
OR7A17-2,OR7A17,Other
OR7A17-3,OR7A17,Other
OR7A17-4,OR7A17,Other
OR5L2-1,OR5L2,Other
OR5L2-2,OR5L2,Other
OR5L2-3,OR5L2,Other
OR5L2-4,OR5L2,Other
OR5K1-1,OR5K1,Other
OR5K1-2,OR5K1,Other
OR5K1-3,OR5K1,Other
OR5K1-4,OR5K1,Other
OR5H1-1,OR5H1,Other
OR5H1-2,OR5H1,Other
OR5H1-3,OR5H1,Other
OR5H1-4,OR5H1,Other
HSPB8-1,HSPB8,Other
HSPB8-2,HSPB8,Other
HSPB8-3,HSPB8,Other
HSPB8-4,HSPB8,Other
GNL3-1,GNL3,Other
GNL3-2,GNL3,Other
GNL3-3,GNL3,Other
GNL3-4,GNL3,Other
FAM162A-1,FAM162A,Other
FAM162A-2,FAM162A,Other
FAM162A-3,FAM162A,Other
FAM162A-4,FAM162A,Other
LHX6-1,LHX6,Other
LHX6-2,LHX6,Other
LHX6-3,LHX6,Other
LHX6-4,LHX6,Other
PTPN18-1,PTPN18,Other
PTPN18-2,PTPN18,Other
PTPN18-3,PTPN18,Other
PTPN18-4,PTPN18,Other
SEZ6L2-1,SEZ6L2,Other
SEZ6L2-2,SEZ6L2,Other
SEZ6L2-3,SEZ6L2,Other
SEZ6L2-4,SEZ6L2,Other
NUPR1-1,NUPR1,Other
NUPR1-2,NUPR1,Other
NUPR1-3,NUPR1,Other
NUPR1-4,NUPR1,Other
PPP1R14B-1,PPP1R14B,Other
PPP1R14B-2,PPP1R14B,Other
PPP1R14B-3,PPP1R14B,Other
PPP1R14B-4,PPP1R14B,Other
OR10J1-1,OR10J1,Other
OR10J1-2,OR10J1,Other
OR10J1-3,OR10J1,Other
OR10J1-4,OR10J1,Other
OR8G2-1,OR8G2,Other
OR8G2-2,OR8G2,Other
OR8G2-3,OR8G2,Other
OR8G2-4,OR8G2,Other
OR8B8-1,OR8B8,Other
OR8B8-2,OR8B8,Other
OR8B8-3,OR8B8,Other
OR8B8-4,OR8B8,Other
OR8G1-1,OR8G1,Other
OR8G1-2,OR8G1,Other
OR8G1-3,OR8G1,Other
OR8G1-4,OR8G1,Other
OR10A3-1,OR10A3,Other
OR10A3-2,OR10A3,Other
OR10A3-3,OR10A3,Other
OR10A3-4,OR10A3,Other
PLEK2-1,PLEK2,Other
PLEK2-2,PLEK2,Other
PLEK2-3,PLEK2,Other
PLEK2-4,PLEK2,Other
NARF-1,NARF,Other
NARF-2,NARF,Other
NARF-3,NARF,Other
NARF-4,NARF,Other
SLC17A5-1,SLC17A5,Other
SLC17A5-2,SLC17A5,Other
SLC17A5-3,SLC17A5,Other
SLC17A5-4,SLC17A5,Other
CNNM4-1,CNNM4,Other
CNNM4-2,CNNM4,Other
CNNM4-3,CNNM4,Other
CNNM4-4,CNNM4,Other
CNNM3-1,CNNM3,Other
CNNM3-2,CNNM3,Other
CNNM3-3,CNNM3,Other
CNNM3-4,CNNM3,Other
CNNM1-1,CNNM1,Other
CNNM1-2,CNNM1,Other
CNNM1-3,CNNM1,Other
CNNM1-4,CNNM1,Other
HEYL-1,HEYL,Other
HEYL-2,HEYL,Other
HEYL-3,HEYL,Other
HEYL-4,HEYL,Other
MYOF-1,MYOF,Other
MYOF-2,MYOF,Other
MYOF-3,MYOF,Other
MYOF-4,MYOF,Other
CHIC2-1,CHIC2,Other
CHIC2-2,CHIC2,Other
CHIC2-3,CHIC2,Other
CHIC2-4,CHIC2,Other
INTS6-1,INTS6,Other
INTS6-2,INTS6,Other
INTS6-3,INTS6,Other
INTS6-4,INTS6,Other
TIMM10B-1,TIMM10B,Other
TIMM10B-2,TIMM10B,Other
TIMM10B-3,TIMM10B,Other
TIMM10B-4,TIMM10B,Other
TIMM13-1,TIMM13,Other
TIMM13-2,TIMM13,Other
TIMM13-3,TIMM13,Other
TIMM13-4,TIMM13,Other
TIMM10-1,TIMM10,Other
TIMM10-2,TIMM10,Other
TIMM10-3,TIMM10,Other
TIMM10-4,TIMM10,Other
TIMM9-1,TIMM9,Other
TIMM9-2,TIMM9,Other
TIMM9-3,TIMM9,Other
TIMM9-4,TIMM9,Other
TIMM8B-1,TIMM8B,Other
TIMM8B-2,TIMM8B,Other
TIMM8B-3,TIMM8B,Other
TIMM8B-4,TIMM8B,Other
AGO1-1,AGO1,Other
AGO1-2,AGO1,Other
AGO1-3,AGO1,Other
AGO1-4,AGO1,Other
LATS2-1,LATS2,Other
LATS2-2,LATS2,Other
LATS2-3,LATS2,Other
LATS2-4,LATS2,Other
IL36RN-1,IL36RN,Other
IL36RN-2,IL36RN,Other
IL36RN-3,IL36RN,Other
IL36RN-4,IL36RN,Other
TSPAN16-1,TSPAN16,Other
TSPAN16-2,TSPAN16,Other
TSPAN16-3,TSPAN16,Other
TSPAN16-4,TSPAN16,Other
DAZAP1-1,DAZAP1,Other
DAZAP1-2,DAZAP1,Other
DAZAP1-3,DAZAP1,Other
DAZAP1-4,DAZAP1,Other
OR12D2-1,OR12D2,Other
OR12D2-2,OR12D2,Other
OR12D2-3,OR12D2,Other
OR12D2-4,OR12D2,Other
OR11A1-1,OR11A1,Other
OR11A1-2,OR11A1,Other
OR11A1-3,OR11A1,Other
OR11A1-4,OR11A1,Other
OR10H3-1,OR10H3,Other
OR10H3-2,OR10H3,Other
OR10H3-3,OR10H3,Other
OR10H3-4,OR10H3,Other
OR10G3-1,OR10G3,Other
OR10G3-2,OR10G3,Other
OR10G3-3,OR10G3,Other
OR10G3-4,OR10G3,Other
OR10G2-1,OR10G2,Other
OR10G2-2,OR10G2,Other
OR10G2-3,OR10G2,Other
OR10G2-4,OR10G2,Other
OR10H2-1,OR10H2,Other
OR10H2-2,OR10H2,Other
OR10H2-3,OR10H2,Other
OR10H2-4,OR10H2,Other
OR10H1-1,OR10H1,Other
OR10H1-2,OR10H1,Other
OR10H1-3,OR10H1,Other
OR10H1-4,OR10H1,Other
ITGB1BP2-1,ITGB1BP2,Other
ITGB1BP2-2,ITGB1BP2,Other
ITGB1BP2-3,ITGB1BP2,Other
ITGB1BP2-4,ITGB1BP2,Other
AATF-1,AATF,Other
AATF-2,AATF,Other
AATF-3,AATF,Other
AATF-4,AATF,Other
RGS17-1,RGS17,Other
RGS17-2,RGS17,Other
RGS17-3,RGS17,Other
RGS17-4,RGS17,Other
SRPK3-1,SRPK3,Other
SRPK3-2,SRPK3,Other
SRPK3-3,SRPK3,Other
SRPK3-4,SRPK3,Other
PCOLCE2-1,PCOLCE2,Other
PCOLCE2-2,PCOLCE2,Other
PCOLCE2-3,PCOLCE2,Other
PCOLCE2-4,PCOLCE2,Other
OSTF1-1,OSTF1,Other
OSTF1-2,OSTF1,Other
OSTF1-3,OSTF1,Other
OSTF1-4,OSTF1,Other
MYEOV-1,MYEOV,Other
MYEOV-2,MYEOV,Other
MYEOV-3,MYEOV,Other
MYEOV-4,MYEOV,Other
BSCL2-1,BSCL2,Other
BSCL2-2,BSCL2,Other
BSCL2-3,BSCL2,Other
BSCL2-4,BSCL2,Other
GREM1-1,GREM1,Other
GREM1-2,GREM1,Other
GREM1-3,GREM1,Other
GREM1-4,GREM1,Other
CKAP2-1,CKAP2,Other
CKAP2-2,CKAP2,Other
CKAP2-3,CKAP2,Other
CKAP2-4,CKAP2,Other
MRPL46-1,MRPL46,Other
MRPL46-2,MRPL46,Other
MRPL46-3,MRPL46,Other
MRPL46-4,MRPL46,Other
OR8B2-1,OR8B2,Other
OR8B2-2,OR8B2,Other
OR8B2-3,OR8B2,Other
OR8B2-4,OR8B2,Other
TBL2-1,TBL2,Other
TBL2-2,TBL2,Other
TBL2-3,TBL2,Other
TBL2-4,TBL2,Other
VCX-1,VCX,Other
VCX-2,VCX,Other
VCX-3,VCX,Other
VCX-4,VCX,Other
ELP4-1,ELP4,Other
ELP4-2,ELP4,Other
ELP4-3,ELP4,Other
ELP4-4,ELP4,Other
OR7E24-1,OR7E24,Other
OR7E24-2,OR7E24,Other
OR7E24-3,OR7E24,Other
OR7E24-4,OR7E24,Other
OR7C2-1,OR7C2,Other
OR7C2-2,OR7C2,Other
OR7C2-3,OR7C2,Other
OR7C2-4,OR7C2,Other
OR7A5-1,OR7A5,Other
OR7A5-2,OR7A5,Other
OR7A5-3,OR7A5,Other
OR7A5-4,OR7A5,Other
OR7C1-1,OR7C1,Other
OR7C1-2,OR7C1,Other
OR7C1-3,OR7C1,Other
OR7C1-4,OR7C1,Other
OR4F4-1,OR4F4,Other
OR4F4-2,OR4F4,Other
OR4F4-3,OR4F4,Other
OR4F4-4,OR4F4,Other
OR4F3-1,OR4F3,Other
OR4F3-2,OR4F3,Other
OR4F3-3,OR4F3,Other
OR4F3-4,OR4F3,Other
OR4E2-1,OR4E2,Other
OR4E2-2,OR4E2,Other
OR4E2-3,OR4E2,Other
OR4E2-4,OR4E2,Other
OR4D1-1,OR4D1,Other
OR4D1-2,OR4D1,Other
OR4D1-3,OR4D1,Other
OR4D1-4,OR4D1,Other
OR2W1-1,OR2W1,Other
OR2W1-2,OR2W1,Other
OR2W1-3,OR2W1,Other
OR2W1-4,OR2W1,Other
OR2V1-1,OR2V1,Other
OR2V1-2,OR2V1,Other
OR2V1-3,OR2V1,Other
OR2V1-4,OR2V1,Other
OR2T1-1,OR2T1,Other
OR2T1-2,OR2T1,Other
OR2T1-3,OR2T1,Other
OR2T1-4,OR2T1,Other
OR2J2-1,OR2J2,Other
OR2J2-2,OR2J2,Other
OR2J2-3,OR2J2,Other
OR2J2-4,OR2J2,Other
OR2H1-1,OR2H1,Other
OR2H1-2,OR2H1,Other
OR2H1-3,OR2H1,Other
OR2H1-4,OR2H1,Other
OR1L3-1,OR1L3,Other
OR1L3-2,OR1L3,Other
OR1L3-3,OR1L3,Other
OR1L3-4,OR1L3,Other
OR1L1-1,OR1L1,Other
OR1L1-2,OR1L1,Other
OR1L1-3,OR1L1,Other
OR1L1-4,OR1L1,Other
OR1J2-1,OR1J2,Other
OR1J2-2,OR1J2,Other
OR1J2-3,OR1J2,Other
OR1J2-4,OR1J2,Other
NUFIP1-1,NUFIP1,Other
NUFIP1-2,NUFIP1,Other
NUFIP1-3,NUFIP1,Other
NUFIP1-4,NUFIP1,Other
GAGE12I-1,GAGE12I,Other
GAGE12I-2,GAGE12I,Other
GAGE12I-3,GAGE12I,Other
GAGE12I-4,GAGE12I,Other
RPS6KC1-1,RPS6KC1,Other
RPS6KC1-2,RPS6KC1,Other
RPS6KC1-3,RPS6KC1,Other
RPS6KC1-4,RPS6KC1,Other
SH3YL1-1,SH3YL1,Other
SH3YL1-2,SH3YL1,Other
SH3YL1-3,SH3YL1,Other
SH3YL1-4,SH3YL1,Other
HAVCR1-1,HAVCR1,Other
HAVCR1-2,HAVCR1,Other
HAVCR1-3,HAVCR1,Other
HAVCR1-4,HAVCR1,Other
STEAP1-1,STEAP1,Other
STEAP1-2,STEAP1,Other
STEAP1-3,STEAP1,Other
STEAP1-4,STEAP1,Other
OPLAH-1,OPLAH,Other
OPLAH-2,OPLAH,Other
OPLAH-3,OPLAH,Other
OPLAH-4,OPLAH,Other
SMR3A-1,SMR3A,Other
SMR3A-2,SMR3A,Other
SMR3A-3,SMR3A,Other
SMR3A-4,SMR3A,Other
RANBP6-1,RANBP6,Other
RANBP6-2,RANBP6,Other
RANBP6-3,RANBP6,Other
RANBP6-4,RANBP6,Other
COPG2-1,COPG2,Other
COPG2-2,COPG2,Other
COPG2-3,COPG2,Other
COPG2-4,COPG2,Other
HBP1-1,HBP1,Other
HBP1-2,HBP1,Other
HBP1-3,HBP1,Other
HBP1-4,HBP1,Other
NBEA-1,NBEA,Other
NBEA-2,NBEA,Other
NBEA-3,NBEA,Other
NBEA-4,NBEA,Other
CHORDC1-1,CHORDC1,Other
CHORDC1-2,CHORDC1,Other
CHORDC1-3,CHORDC1,Other
CHORDC1-4,CHORDC1,Other
ZNF285-1,ZNF285,Other
ZNF285-2,ZNF285,Other
ZNF285-3,ZNF285,Other
ZNF285-4,ZNF285,Other
SEC22A-1,SEC22A,Other
SEC22A-2,SEC22A,Other
SEC22A-3,SEC22A,Other
SEC22A-4,SEC22A,Other
AP3M1-1,AP3M1,Other
AP3M1-2,AP3M1,Other
AP3M1-3,AP3M1,Other
AP3M1-4,AP3M1,Other
PABPC1-1,PABPC1,Other
PABPC1-2,PABPC1,Other
PABPC1-3,PABPC1,Other
PABPC1-4,PABPC1,Other
AKAP8L-1,AKAP8L,Other
AKAP8L-2,AKAP8L,Other
AKAP8L-3,AKAP8L,Other
AKAP8L-4,AKAP8L,Other
RNF11-1,RNF11,Other
RNF11-2,RNF11,Other
RNF11-3,RNF11,Other
RNF11-4,RNF11,Other
TRUB2-1,TRUB2,Other
TRUB2-2,TRUB2,Other
TRUB2-3,TRUB2,Other
TRUB2-4,TRUB2,Other
GPR160-1,GPR160,Other
GPR160-2,GPR160,Other
GPR160-3,GPR160,Other
GPR160-4,GPR160,Other
FETUB-1,FETUB,Other
FETUB-2,FETUB,Other
FETUB-3,FETUB,Other
FETUB-4,FETUB,Other
CYFIP2-1,CYFIP2,Other
CYFIP2-2,CYFIP2,Other
CYFIP2-3,CYFIP2,Other
CYFIP2-4,CYFIP2,Other
DNAJC2-1,DNAJC2,Other
DNAJC2-2,DNAJC2,Other
DNAJC2-3,DNAJC2,Other
DNAJC2-4,DNAJC2,Other
USP21-1,USP21,Other
USP21-2,USP21,Other
USP21-3,USP21,Other
USP21-4,USP21,Other
FGF22-1,FGF22,Other
FGF22-2,FGF22,Other
FGF22-3,FGF22,Other
FGF22-4,FGF22,Other
TPK1-1,TPK1,Other
TPK1-2,TPK1,Other
TPK1-3,TPK1,Other
TPK1-4,TPK1,Other
KCNV1-1,KCNV1,Other
KCNV1-2,KCNV1,Other
KCNV1-3,KCNV1,Other
KCNV1-4,KCNV1,Other
CNPPD1-1,CNPPD1,Other
CNPPD1-2,CNPPD1,Other
CNPPD1-3,CNPPD1,Other
CNPPD1-4,CNPPD1,Other
NGFRAP1-1,NGFRAP1,Other
NGFRAP1-2,NGFRAP1,Other
NGFRAP1-3,NGFRAP1,Other
NGFRAP1-4,NGFRAP1,Other
DNAI1-1,DNAI1,Other
DNAI1-2,DNAI1,Other
DNAI1-3,DNAI1,Other
DNAI1-4,DNAI1,Other
NPTN-1,NPTN,Other
NPTN-2,NPTN,Other
NPTN-3,NPTN,Other
NPTN-4,NPTN,Other
FOXD3-1,FOXD3,Other
FOXD3-2,FOXD3,Other
FOXD3-3,FOXD3,Other
FOXD3-4,FOXD3,Other
FOXB1-1,FOXB1,Other
FOXB1-2,FOXB1,Other
FOXB1-3,FOXB1,Other
FOXB1-4,FOXB1,Other
MLH3-1,MLH3,Other
MLH3-2,MLH3,Other
MLH3-3,MLH3,Other
MLH3-4,MLH3,Other
NPHP3-1,NPHP3,Other
NPHP3-2,NPHP3,Other
NPHP3-3,NPHP3,Other
NPHP3-4,NPHP3,Other
ATP2C1-1,ATP2C1,Other
ATP2C1-2,ATP2C1,Other
ATP2C1-3,ATP2C1,Other
ATP2C1-4,ATP2C1,Other
ZBTB32-1,ZBTB32,Other
ZBTB32-2,ZBTB32,Other
ZBTB32-3,ZBTB32,Other
ZBTB32-4,ZBTB32,Other
ACAD8-1,ACAD8,Other
ACAD8-2,ACAD8,Other
ACAD8-3,ACAD8,Other
ACAD8-4,ACAD8,Other
NOX1-1,NOX1,Other
NOX1-2,NOX1,Other
NOX1-3,NOX1,Other
NOX1-4,NOX1,Other
SIGLEC7-1,SIGLEC7,Other
SIGLEC7-2,SIGLEC7,Other
SIGLEC7-3,SIGLEC7,Other
SIGLEC7-4,SIGLEC7,Other
TRMT2A-1,TRMT2A,Other
TRMT2A-2,TRMT2A,Other
TRMT2A-3,TRMT2A,Other
TRMT2A-4,TRMT2A,Other
PKD2L2-1,PKD2L2,Other
PKD2L2-2,PKD2L2,Other
PKD2L2-3,PKD2L2,Other
PKD2L2-4,PKD2L2,Other
LAT-1,LAT,Other
LAT-2,LAT,Other
LAT-3,LAT,Other
LAT-4,LAT,Other
DIEXF-1,DIEXF,Other
DIEXF-2,DIEXF,Other
DIEXF-3,DIEXF,Other
DIEXF-4,DIEXF,Other
PELP1-1,PELP1,Other
PELP1-2,PELP1,Other
PELP1-3,PELP1,Other
PELP1-4,PELP1,Other
SND1-1,SND1,Other
SND1-2,SND1,Other
SND1-3,SND1,Other
SND1-4,SND1,Other
ANKRD1-1,ANKRD1,Other
ANKRD1-2,ANKRD1,Other
ANKRD1-3,ANKRD1,Other
ANKRD1-4,ANKRD1,Other
NSG1-1,NSG1,Other
NSG1-2,NSG1,Other
NSG1-3,NSG1,Other
NSG1-4,NSG1,Other
STAU2-1,STAU2,Other
STAU2-2,STAU2,Other
STAU2-3,STAU2,Other
STAU2-4,STAU2,Other
PPA2-1,PPA2,Other
PPA2-2,PPA2,Other
PPA2-3,PPA2,Other
PPA2-4,PPA2,Other
GHITM-1,GHITM,Other
GHITM-2,GHITM,Other
GHITM-3,GHITM,Other
GHITM-4,GHITM,Other
DAPP1-1,DAPP1,Other
DAPP1-2,DAPP1,Other
DAPP1-3,DAPP1,Other
DAPP1-4,DAPP1,Other
VPS41-1,VPS41,Other
VPS41-2,VPS41,Other
VPS41-3,VPS41,Other
VPS41-4,VPS41,Other
LAMP3-1,LAMP3,Other
LAMP3-2,LAMP3,Other
LAMP3-3,LAMP3,Other
LAMP3-4,LAMP3,Other
TSPAN13-1,TSPAN13,Other
TSPAN13-2,TSPAN13,Other
TSPAN13-3,TSPAN13,Other
TSPAN13-4,TSPAN13,Other
LYPD3-1,LYPD3,Other
LYPD3-2,LYPD3,Other
LYPD3-3,LYPD3,Other
LYPD3-4,LYPD3,Other
B9D1-1,B9D1,Other
B9D1-2,B9D1,Other
B9D1-3,B9D1,Other
B9D1-4,B9D1,Other
RPUSD2-1,RPUSD2,Other
RPUSD2-2,RPUSD2,Other
RPUSD2-3,RPUSD2,Other
RPUSD2-4,RPUSD2,Other
MTBP-1,MTBP,Other
MTBP-2,MTBP,Other
MTBP-3,MTBP,Other
MTBP-4,MTBP,Other
FOXP1-1,FOXP1,Other
FOXP1-2,FOXP1,Other
FOXP1-3,FOXP1,Other
FOXP1-4,FOXP1,Other
B3GAT1-1,B3GAT1,Other
B3GAT1-2,B3GAT1,Other
B3GAT1-3,B3GAT1,Other
B3GAT1-4,B3GAT1,Other
UQCRQ-1,UQCRQ,Other
UQCRQ-2,UQCRQ,Other
UQCRQ-3,UQCRQ,Other
UQCRQ-4,UQCRQ,Other
ST6GALNAC4-1,ST6GALNAC4,Other
ST6GALNAC4-2,ST6GALNAC4,Other
ST6GALNAC4-3,ST6GALNAC4,Other
ST6GALNAC4-4,ST6GALNAC4,Other
CACNG5-1,CACNG5,Other
CACNG5-2,CACNG5,Other
CACNG5-3,CACNG5,Other
CACNG5-4,CACNG5,Other
CACNG4-1,CACNG4,Other
CACNG4-2,CACNG4,Other
CACNG4-3,CACNG4,Other
CACNG4-4,CACNG4,Other
KCNMB3-1,KCNMB3,Other
KCNMB3-2,KCNMB3,Other
KCNMB3-3,KCNMB3,Other
KCNMB3-4,KCNMB3,Other
TRAPPC3-1,TRAPPC3,Other
TRAPPC3-2,TRAPPC3,Other
TRAPPC3-3,TRAPPC3,Other
TRAPPC3-4,TRAPPC3,Other
TAF5L-1,TAF5L,Other
TAF5L-2,TAF5L,Other
TAF5L-3,TAF5L,Other
TAF5L-4,TAF5L,Other
CLUL1-1,CLUL1,Other
CLUL1-2,CLUL1,Other
CLUL1-3,CLUL1,Other
CLUL1-4,CLUL1,Other
CACYBP-1,CACYBP,Other
CACYBP-2,CACYBP,Other
CACYBP-3,CACYBP,Other
CACYBP-4,CACYBP,Other
EIF2AK1-1,EIF2AK1,Other
EIF2AK1-2,EIF2AK1,Other
EIF2AK1-3,EIF2AK1,Other
EIF2AK1-4,EIF2AK1,Other
ARRDC2-1,ARRDC2,Other
ARRDC2-2,ARRDC2,Other
ARRDC2-3,ARRDC2,Other
