sgRNA,Gene,Category
ARRDC2-4,ARRDC2,Other
ZBTB11-1,ZBTB11,Other
ZBTB11-2,ZBTB11,Other
ZBTB11-3,ZBTB11,Other
ZBTB11-4,ZBTB11,Other
ATP5S-1,ATP5S,Other
ATP5S-2,ATP5S,Other
ATP5S-3,ATP5S,Other
ATP5S-4,ATP5S,Other
SDCBP2-1,SDCBP2,Other
SDCBP2-2,SDCBP2,Other
SDCBP2-3,SDCBP2,Other
SDCBP2-4,SDCBP2,Other
FAM155B-1,FAM155B,Other
FAM155B-2,FAM155B,Other
FAM155B-3,FAM155B,Other
FAM155B-4,FAM155B,Other
BBC3-1,BBC3,Other
BBC3-2,BBC3,Other
BBC3-3,BBC3,Other
BBC3-4,BBC3,Other
PDE7B-1,PDE7B,Other
PDE7B-2,PDE7B,Other
PDE7B-3,PDE7B,Other
PDE7B-4,PDE7B,Other
DKKL1-1,DKKL1,Other
DKKL1-2,DKKL1,Other
DKKL1-3,DKKL1,Other
DKKL1-4,DKKL1,Other
DKK4-1,DKK4,Other
DKK4-2,DKK4,Other
DKK4-3,DKK4,Other
DKK4-4,DKK4,Other
DKK3-1,DKK3,Other
DKK3-2,DKK3,Other
DKK3-3,DKK3,Other
DKK3-4,DKK3,Other
DKK2-1,DKK2,Other
DKK2-2,DKK2,Other
DKK2-3,DKK2,Other
DKK2-4,DKK2,Other
INPP5J-1,INPP5J,Other
INPP5J-2,INPP5J,Other
INPP5J-3,INPP5J,Other
INPP5J-4,INPP5J,Other
AFF4-1,AFF4,Other
AFF4-2,AFF4,Other
AFF4-3,AFF4,Other
AFF4-4,AFF4,Other
SMC1B-1,SMC1B,Other
SMC1B-2,SMC1B,Other
SMC1B-3,SMC1B,Other
SMC1B-4,SMC1B,Other
CYTH4-1,CYTH4,Other
CYTH4-2,CYTH4,Other
CYTH4-3,CYTH4,Other
CYTH4-4,CYTH4,Other
HSPB7-1,HSPB7,Other
HSPB7-2,HSPB7,Other
HSPB7-3,HSPB7,Other
HSPB7-4,HSPB7,Other
INVS-1,INVS,Other
INVS-2,INVS,Other
INVS-3,INVS,Other
INVS-4,INVS,Other
SNX5-1,SNX5,Other
SNX5-2,SNX5,Other
SNX5-3,SNX5,Other
SNX5-4,SNX5,Other
CPNE7-1,CPNE7,Other
CPNE7-2,CPNE7,Other
CPNE7-3,CPNE7,Other
CPNE7-4,CPNE7,Other
KCNH5-1,KCNH5,Other
KCNH5-2,KCNH5,Other
KCNH5-3,KCNH5,Other
KCNH5-4,KCNH5,Other
TJP3-1,TJP3,Other
TJP3-2,TJP3,Other
TJP3-3,TJP3,Other
TJP3-4,TJP3,Other
MORC1-1,MORC1,Other
MORC1-2,MORC1,Other
MORC1-3,MORC1,Other
MORC1-4,MORC1,Other
CIDEB-1,CIDEB,Other
CIDEB-2,CIDEB,Other
CIDEB-3,CIDEB,Other
CIDEB-4,CIDEB,Other
PALD1-1,PALD1,Other
PALD1-2,PALD1,Other
PALD1-3,PALD1,Other
PALD1-4,PALD1,Other
FILIP1-1,FILIP1,Other
FILIP1-2,FILIP1,Other
FILIP1-3,FILIP1,Other
FILIP1-4,FILIP1,Other
FAM184B-1,FAM184B,Other
FAM184B-2,FAM184B,Other
FAM184B-3,FAM184B,Other
FAM184B-4,FAM184B,Other
DENND2A-1,DENND2A,Other
DENND2A-2,DENND2A,Other
DENND2A-3,DENND2A,Other
DENND2A-4,DENND2A,Other
STK36-1,STK36,Other
STK36-2,STK36,Other
STK36-3,STK36,Other
STK36-4,STK36,Other
CPAMD8-1,CPAMD8,Other
CPAMD8-2,CPAMD8,Other
CPAMD8-3,CPAMD8,Other
CPAMD8-4,CPAMD8,Other
INTU-1,INTU,Other
INTU-2,INTU,Other
INTU-3,INTU,Other
INTU-4,INTU,Other
ZNF777-1,ZNF777,Other
ZNF777-2,ZNF777,Other
ZNF777-3,ZNF777,Other
ZNF777-4,ZNF777,Other
BRPF3-1,BRPF3,Other
BRPF3-2,BRPF3,Other
BRPF3-3,BRPF3,Other
BRPF3-4,BRPF3,Other
RSPH14-1,RSPH14,Other
RSPH14-2,RSPH14,Other
RSPH14-3,RSPH14,Other
RSPH14-4,RSPH14,Other
NDOR1-1,NDOR1,Other
NDOR1-2,NDOR1,Other
NDOR1-3,NDOR1,Other
NDOR1-4,NDOR1,Other
CHIA-1,CHIA,Other
CHIA-2,CHIA,Other
CHIA-3,CHIA,Other
CHIA-4,CHIA,Other
AGO2-1,AGO2,Other
AGO2-2,AGO2,Other
AGO2-3,AGO2,Other
AGO2-4,AGO2,Other
NAAA-1,NAAA,Other
NAAA-2,NAAA,Other
NAAA-3,NAAA,Other
NAAA-4,NAAA,Other
SALL3-1,SALL3,Other
SALL3-2,SALL3,Other
SALL3-3,SALL3,Other
SALL3-4,SALL3,Other
GLS2-1,GLS2,Other
GLS2-2,GLS2,Other
GLS2-3,GLS2,Other
GLS2-4,GLS2,Other
PRELID1-1,PRELID1,Other
PRELID1-2,PRELID1,Other
PRELID1-3,PRELID1,Other
PRELID1-4,PRELID1,Other
SLC39A1-1,SLC39A1,Other
SLC39A1-2,SLC39A1,Other
SLC39A1-3,SLC39A1,Other
SLC39A1-4,SLC39A1,Other
TUBG2-1,TUBG2,Other
TUBG2-2,TUBG2,Other
TUBG2-3,TUBG2,Other
TUBG2-4,TUBG2,Other
IL36B-1,IL36B,Other
IL36B-2,IL36B,Other
IL36B-3,IL36B,Other
IL36B-4,IL36B,Other
IL37-1,IL37,Other
IL37-2,IL37,Other
IL37-3,IL37,Other
IL37-4,IL37,Other
IL36A-1,IL36A,Other
IL36A-2,IL36A,Other
IL36A-3,IL36A,Other
IL36A-4,IL36A,Other
SIGLEC9-1,SIGLEC9,Other
SIGLEC9-2,SIGLEC9,Other
SIGLEC9-3,SIGLEC9,Other
SIGLEC9-4,SIGLEC9,Other
SIGLEC8-1,SIGLEC8,Other
SIGLEC8-2,SIGLEC8,Other
SIGLEC8-3,SIGLEC8,Other
SIGLEC8-4,SIGLEC8,Other
VPS4A-1,VPS4A,Other
VPS4A-2,VPS4A,Other
VPS4A-3,VPS4A,Other
VPS4A-4,VPS4A,Other
DISC1-1,DISC1,Other
DISC1-2,DISC1,Other
DISC1-3,DISC1,Other
DISC1-4,DISC1,Other
IL17C-1,IL17C,Other
IL17C-2,IL17C,Other
IL17C-3,IL17C,Other
IL17C-4,IL17C,Other
IL17B-1,IL17B,Other
IL17B-2,IL17B,Other
IL17B-3,IL17B,Other
IL17B-4,IL17B,Other
GPR82-1,GPR82,Other
GPR82-2,GPR82,Other
GPR82-3,GPR82,Other
GPR82-4,GPR82,Other
HCAR1-1,HCAR1,Other
HCAR1-2,HCAR1,Other
HCAR1-3,HCAR1,Other
HCAR1-4,HCAR1,Other
OXGR1-1,OXGR1,Other
OXGR1-2,OXGR1,Other
OXGR1-3,OXGR1,Other
OXGR1-4,OXGR1,Other
GPR78-1,GPR78,Other
GPR78-2,GPR78,Other
GPR78-3,GPR78,Other
GPR78-4,GPR78,Other
C5AR2-1,C5AR2,Other
C5AR2-2,C5AR2,Other
C5AR2-3,C5AR2,Other
C5AR2-4,C5AR2,Other
TUBGCP4-1,TUBGCP4,Other
TUBGCP4-2,TUBGCP4,Other
TUBGCP4-3,TUBGCP4,Other
TUBGCP4-4,TUBGCP4,Other
SERP1-1,SERP1,Other
SERP1-2,SERP1,Other
SERP1-3,SERP1,Other
SERP1-4,SERP1,Other
NMRK2-1,NMRK2,Other
NMRK2-2,NMRK2,Other
NMRK2-3,NMRK2,Other
NMRK2-4,NMRK2,Other
GNMT-1,GNMT,Other
GNMT-2,GNMT,Other
GNMT-3,GNMT,Other
GNMT-4,GNMT,Other
SULT1C4-1,SULT1C4,Other
SULT1C4-2,SULT1C4,Other
SULT1C4-3,SULT1C4,Other
SULT1C4-4,SULT1C4,Other
COQ2-1,COQ2,Other
COQ2-2,COQ2,Other
COQ2-3,COQ2,Other
COQ2-4,COQ2,Other
ARFIP1-1,ARFIP1,Other
ARFIP1-2,ARFIP1,Other
ARFIP1-3,ARFIP1,Other
ARFIP1-4,ARFIP1,Other
ARHGEF16-1,ARHGEF16,Other
ARHGEF16-2,ARHGEF16,Other
ARHGEF16-3,ARHGEF16,Other
ARHGEF16-4,ARHGEF16,Other
GPKOW-1,GPKOW,Other
GPKOW-2,GPKOW,Other
GPKOW-3,GPKOW,Other
GPKOW-4,GPKOW,Other
GPR162-1,GPR162,Other
GPR162-2,GPR162,Other
GPR162-3,GPR162,Other
GPR162-4,GPR162,Other
SIT1-1,SIT1,Other
SIT1-2,SIT1,Other
SIT1-3,SIT1,Other
SIT1-4,SIT1,Other
BBS9-1,BBS9,Other
BBS9-2,BBS9,Other
BBS9-3,BBS9,Other
BBS9-4,BBS9,Other
TNFRSF21-1,TNFRSF21,Other
TNFRSF21-2,TNFRSF21,Other
TNFRSF21-3,TNFRSF21,Other
TNFRSF21-4,TNFRSF21,Other
CHMP2A-1,CHMP2A,Other
CHMP2A-2,CHMP2A,Other
CHMP2A-3,CHMP2A,Other
CHMP2A-4,CHMP2A,Other
SESN1-1,SESN1,Other
SESN1-2,SESN1,Other
SESN1-3,SESN1,Other
SESN1-4,SESN1,Other
AHDC1-1,AHDC1,Other
AHDC1-2,AHDC1,Other
AHDC1-3,AHDC1,Other
AHDC1-4,AHDC1,Other
RNF115-1,RNF115,Other
RNF115-2,RNF115,Other
RNF115-3,RNF115,Other
RNF115-4,RNF115,Other
NFU1-1,NFU1,Other
NFU1-2,NFU1,Other
NFU1-3,NFU1,Other
NFU1-4,NFU1,Other
ERLEC1-1,ERLEC1,Other
ERLEC1-2,ERLEC1,Other
ERLEC1-3,ERLEC1,Other
ERLEC1-4,ERLEC1,Other
MMADHC-1,MMADHC,Other
MMADHC-2,MMADHC,Other
MMADHC-3,MMADHC,Other
MMADHC-4,MMADHC,Other
PDCD4-1,PDCD4,Other
PDCD4-2,PDCD4,Other
PDCD4-3,PDCD4,Other
PDCD4-4,PDCD4,Other
KLHL20-1,KLHL20,Other
KLHL20-2,KLHL20,Other
KLHL20-3,KLHL20,Other
KLHL20-4,KLHL20,Other
PCDH17-1,PCDH17,Other
PCDH17-2,PCDH17,Other
PCDH17-3,PCDH17,Other
PCDH17-4,PCDH17,Other
CSDC2-1,CSDC2,Other
CSDC2-2,CSDC2,Other
CSDC2-3,CSDC2,Other
CSDC2-4,CSDC2,Other
CNTN6-1,CNTN6,Other
CNTN6-2,CNTN6,Other
CNTN6-3,CNTN6,Other
CNTN6-4,CNTN6,Other
LSM1-1,LSM1,Other
LSM1-2,LSM1,Other
LSM1-3,LSM1,Other
LSM1-4,LSM1,Other
LSM3-1,LSM3,Other
LSM3-2,LSM3,Other
LSM3-3,LSM3,Other
LSM3-4,LSM3,Other
TINAG-1,TINAG,Other
TINAG-2,TINAG,Other
TINAG-3,TINAG,Other
TINAG-4,TINAG,Other
SULT1B1-1,SULT1B1,Other
SULT1B1-2,SULT1B1,Other
SULT1B1-3,SULT1B1,Other
SULT1B1-4,SULT1B1,Other
TEKT2-1,TEKT2,Other
TEKT2-2,TEKT2,Other
TEKT2-3,TEKT2,Other
TEKT2-4,TEKT2,Other
SRPX2-1,SRPX2,Other
SRPX2-2,SRPX2,Other
SRPX2-3,SRPX2,Other
SRPX2-4,SRPX2,Other
VENTX-1,VENTX,Other
VENTX-2,VENTX,Other
VENTX-3,VENTX,Other
VENTX-4,VENTX,Other
RBMXL2-1,RBMXL2,Other
RBMXL2-2,RBMXL2,Other
RBMXL2-3,RBMXL2,Other
RBMXL2-4,RBMXL2,Other
RND1-1,RND1,Other
RND1-2,RND1,Other
RND1-3,RND1,Other
RND1-4,RND1,Other
SPINK4-1,SPINK4,Other
SPINK4-2,SPINK4,Other
SPINK4-3,SPINK4,Other
SPINK4-4,SPINK4,Other
R3HCC1L-1,R3HCC1L,Other
R3HCC1L-2,R3HCC1L,Other
R3HCC1L-3,R3HCC1L,Other
R3HCC1L-4,R3HCC1L,Other
DIMT1-1,DIMT1,Other
DIMT1-2,DIMT1,Other
DIMT1-3,DIMT1,Other
DIMT1-4,DIMT1,Other
SMPDL3B-1,SMPDL3B,Other
SMPDL3B-2,SMPDL3B,Other
SMPDL3B-3,SMPDL3B,Other
SMPDL3B-4,SMPDL3B,Other
DHDH-1,DHDH,Other
DHDH-2,DHDH,Other
DHDH-3,DHDH,Other
DHDH-4,DHDH,Other
PDLIM3-1,PDLIM3,Other
PDLIM3-2,PDLIM3,Other
PDLIM3-3,PDLIM3,Other
PDLIM3-4,PDLIM3,Other
TP53TG5-1,TP53TG5,Other
TP53TG5-2,TP53TG5,Other
TP53TG5-3,TP53TG5,Other
TP53TG5-4,TP53TG5,Other
CRCP-1,CRCP,Other
CRCP-2,CRCP,Other
CRCP-3,CRCP,Other
CRCP-4,CRCP,Other
ADAMDEC1-1,ADAMDEC1,Other
ADAMDEC1-2,ADAMDEC1,Other
ADAMDEC1-3,ADAMDEC1,Other
ADAMDEC1-4,ADAMDEC1,Other
ZNF544-1,ZNF544,Other
ZNF544-2,ZNF544,Other
ZNF544-3,ZNF544,Other
ZNF544-4,ZNF544,Other
APEX2-1,APEX2,Other
APEX2-2,APEX2,Other
APEX2-3,APEX2,Other
APEX2-4,APEX2,Other
BMP10-1,BMP10,Other
BMP10-2,BMP10,Other
BMP10-3,BMP10,Other
BMP10-4,BMP10,Other
RBMS3-1,RBMS3,Other
RBMS3-2,RBMS3,Other
RBMS3-3,RBMS3,Other
RBMS3-4,RBMS3,Other
MOCS3-1,MOCS3,Other
MOCS3-2,MOCS3,Other
MOCS3-3,MOCS3,Other
MOCS3-4,MOCS3,Other
HPGDS-1,HPGDS,Other
HPGDS-2,HPGDS,Other
HPGDS-3,HPGDS,Other
HPGDS-4,HPGDS,Other
ZNF330-1,ZNF330,Other
ZNF330-2,ZNF330,Other
ZNF330-3,ZNF330,Other
ZNF330-4,ZNF330,Other
RAB30-1,RAB30,Other
RAB30-2,RAB30,Other
RAB30-3,RAB30,Other
RAB30-4,RAB30,Other
PGAP2-1,PGAP2,Other
PGAP2-2,PGAP2,Other
PGAP2-3,PGAP2,Other
PGAP2-4,PGAP2,Other
RBMX-1,RBMX,Other
RBMX-2,RBMX,Other
RBMX-3,RBMX,Other
RBMX-4,RBMX,Other
BHLHE22-1,BHLHE22,Other
BHLHE22-2,BHLHE22,Other
BHLHE22-3,BHLHE22,Other
BHLHE22-4,BHLHE22,Other
TOX3-1,TOX3,Other
TOX3-2,TOX3,Other
TOX3-3,TOX3,Other
TOX3-4,TOX3,Other
TNRC6A-1,TNRC6A,Other
TNRC6A-2,TNRC6A,Other
TNRC6A-3,TNRC6A,Other
TNRC6A-4,TNRC6A,Other
PCDH11X-1,PCDH11X,Other
PCDH11X-2,PCDH11X,Other
PCDH11X-3,PCDH11X,Other
PCDH11X-4,PCDH11X,Other
ANGPTL3-1,ANGPTL3,Other
ANGPTL3-2,ANGPTL3,Other
ANGPTL3-3,ANGPTL3,Other
ANGPTL3-4,ANGPTL3,Other
RPS6KA6-1,RPS6KA6,Other
RPS6KA6-2,RPS6KA6,Other
RPS6KA6-3,RPS6KA6,Other
RPS6KA6-4,RPS6KA6,Other
ZNF638-1,ZNF638,Other
ZNF638-2,ZNF638,Other
ZNF638-3,ZNF638,Other
ZNF638-4,ZNF638,Other
GOLIM4-1,GOLIM4,Other
GOLIM4-2,GOLIM4,Other
GOLIM4-3,GOLIM4,Other
GOLIM4-4,GOLIM4,Other
P2RY10-1,P2RY10,Other
P2RY10-2,P2RY10,Other
P2RY10-3,P2RY10,Other
P2RY10-4,P2RY10,Other
EIF3K-1,EIF3K,Other
EIF3K-2,EIF3K,Other
EIF3K-3,EIF3K,Other
EIF3K-4,EIF3K,Other
HTATSF1-1,HTATSF1,Other
HTATSF1-2,HTATSF1,Other
HTATSF1-3,HTATSF1,Other
HTATSF1-4,HTATSF1,Other
UBE2S-1,UBE2S,Other
UBE2S-2,UBE2S,Other
UBE2S-3,UBE2S,Other
UBE2S-4,UBE2S,Other
PRPF19-1,PRPF19,Other
PRPF19-2,PRPF19,Other
PRPF19-3,PRPF19,Other
PRPF19-4,PRPF19,Other
UTP20-1,UTP20,Other
UTP20-2,UTP20,Other
UTP20-3,UTP20,Other
UTP20-4,UTP20,Other
RRP7A-1,RRP7A,Other
RRP7A-2,RRP7A,Other
RRP7A-3,RRP7A,Other
RRP7A-4,RRP7A,Other
RABGEF1-1,RABGEF1,Other
RABGEF1-2,RABGEF1,Other
RABGEF1-3,RABGEF1,Other
RABGEF1-4,RABGEF1,Other
POLL-1,POLL,Other
POLL-2,POLL,Other
POLL-3,POLL,Other
POLL-4,POLL,Other
PCSK1N-1,PCSK1N,Other
PCSK1N-2,PCSK1N,Other
PCSK1N-3,PCSK1N,Other
PCSK1N-4,PCSK1N,Other
KCNMB4-1,KCNMB4,Other
KCNMB4-2,KCNMB4,Other
KCNMB4-3,KCNMB4,Other
KCNMB4-4,KCNMB4,Other
TMEM97-1,TMEM97,Other
TMEM97-2,TMEM97,Other
TMEM97-3,TMEM97,Other
TMEM97-4,TMEM97,Other
STK39-1,STK39,Other
STK39-2,STK39,Other
STK39-3,STK39,Other
STK39-4,STK39,Other
TOR1B-1,TOR1B,Other
TOR1B-2,TOR1B,Other
TOR1B-3,TOR1B,Other
TOR1B-4,TOR1B,Other
MCAT-1,MCAT,Other
MCAT-2,MCAT,Other
MCAT-3,MCAT,Other
MCAT-4,MCAT,Other
APOBEC3C-1,APOBEC3C,Other
APOBEC3C-2,APOBEC3C,Other
APOBEC3C-3,APOBEC3C,Other
APOBEC3C-4,APOBEC3C,Other
DESI1-1,DESI1,Other
DESI1-2,DESI1,Other
DESI1-3,DESI1,Other
DESI1-4,DESI1,Other
SGSM3-1,SGSM3,Other
SGSM3-2,SGSM3,Other
SGSM3-3,SGSM3,Other
SGSM3-4,SGSM3,Other
HTRA2-1,HTRA2,Other
HTRA2-2,HTRA2,Other
HTRA2-3,HTRA2,Other
HTRA2-4,HTRA2,Other
MAT2B-1,MAT2B,Other
MAT2B-2,MAT2B,Other
MAT2B-3,MAT2B,Other
MAT2B-4,MAT2B,Other
TOR2A-1,TOR2A,Other
TOR2A-2,TOR2A,Other
TOR2A-3,TOR2A,Other
TOR2A-4,TOR2A,Other
POLM-1,POLM,Other
POLM-2,POLM,Other
POLM-3,POLM,Other
POLM-4,POLM,Other
EML4-1,EML4,Other
EML4-2,EML4,Other
EML4-3,EML4,Other
EML4-4,EML4,Other
CECR6-1,CECR6,Other
CECR6-2,CECR6,Other
CECR6-3,CECR6,Other
CECR6-4,CECR6,Other
CECR5-1,CECR5,Other
CECR5-2,CECR5,Other
CECR5-3,CECR5,Other
CECR5-4,CECR5,Other
CECR2-1,CECR2,Other
CECR2-2,CECR2,Other
CECR2-3,CECR2,Other
CECR2-4,CECR2,Other
PCLO-1,PCLO,Other
PCLO-2,PCLO,Other
PCLO-3,PCLO,Other
PCLO-4,PCLO,Other
PPP2R3B-1,PPP2R3B,Other
PPP2R3B-2,PPP2R3B,Other
PPP2R3B-3,PPP2R3B,Other
PPP2R3B-4,PPP2R3B,Other
SLCO4A1-1,SLCO4A1,Other
SLCO4A1-2,SLCO4A1,Other
SLCO4A1-3,SLCO4A1,Other
SLCO4A1-4,SLCO4A1,Other
SLCO3A1-1,SLCO3A1,Other
SLCO3A1-2,SLCO3A1,Other
SLCO3A1-3,SLCO3A1,Other
SLCO3A1-4,SLCO3A1,Other
SLCO1B3-1,SLCO1B3,Other
SLCO1B3-2,SLCO1B3,Other
SLCO1B3-3,SLCO1B3,Other
SLCO1B3-4,SLCO1B3,Other
CDH20-1,CDH20,Other
CDH20-2,CDH20,Other
CDH20-3,CDH20,Other
CDH20-4,CDH20,Other
NKIRAS2-1,NKIRAS2,Other
NKIRAS2-2,NKIRAS2,Other
NKIRAS2-3,NKIRAS2,Other
NKIRAS2-4,NKIRAS2,Other
NKIRAS1-1,NKIRAS1,Other
NKIRAS1-2,NKIRAS1,Other
NKIRAS1-3,NKIRAS1,Other
NKIRAS1-4,NKIRAS1,Other
CDH19-1,CDH19,Other
CDH19-2,CDH19,Other
CDH19-3,CDH19,Other
CDH19-4,CDH19,Other
DLL1-1,DLL1,Other
DLL1-2,DLL1,Other
DLL1-3,DLL1,Other
DLL1-4,DLL1,Other
TRIB2-1,TRIB2,Other
TRIB2-2,TRIB2,Other
TRIB2-3,TRIB2,Other
TRIB2-4,TRIB2,Other
CCDC22-1,CCDC22,Other
CCDC22-2,CCDC22,Other
CCDC22-3,CCDC22,Other
CCDC22-4,CCDC22,Other
REM1-1,REM1,Other
REM1-2,REM1,Other
REM1-3,REM1,Other
REM1-4,REM1,Other
DEXI-1,DEXI,Other
DEXI-2,DEXI,Other
DEXI-3,DEXI,Other
DEXI-4,DEXI,Other
LAMTOR2-1,LAMTOR2,Other
LAMTOR2-2,LAMTOR2,Other
LAMTOR2-3,LAMTOR2,Other
LAMTOR2-4,LAMTOR2,Other
MRPS28-1,MRPS28,Other
MRPS28-2,MRPS28,Other
MRPS28-3,MRPS28,Other
MRPS28-4,MRPS28,Other
COA3-1,COA3,Other
COA3-2,COA3,Other
COA3-3,COA3,Other
COA3-4,COA3,Other
TMEM176B-1,TMEM176B,Other
TMEM176B-2,TMEM176B,Other
TMEM176B-3,TMEM176B,Other
TMEM176B-4,TMEM176B,Other
DCPS-1,DCPS,Other
DCPS-2,DCPS,Other
DCPS-3,DCPS,Other
DCPS-4,DCPS,Other
OSTM1-1,OSTM1,Other
OSTM1-2,OSTM1,Other
OSTM1-3,OSTM1,Other
OSTM1-4,OSTM1,Other
GIT1-1,GIT1,Other
GIT1-2,GIT1,Other
GIT1-3,GIT1,Other
GIT1-4,GIT1,Other
SLC27A6-1,SLC27A6,Other
SLC27A6-2,SLC27A6,Other
SLC27A6-3,SLC27A6,Other
SLC27A6-4,SLC27A6,Other
SNX24-1,SNX24,Other
SNX24-2,SNX24,Other
SNX24-3,SNX24,Other
SNX24-4,SNX24,Other
SLC6A16-1,SLC6A16,Other
SLC6A16-2,SLC6A16,Other
SLC6A16-3,SLC6A16,Other
SLC6A16-4,SLC6A16,Other
BZW2-1,BZW2,Other
BZW2-2,BZW2,Other
BZW2-3,BZW2,Other
BZW2-4,BZW2,Other
C11orf54-1,C11orf54,Other
C11orf54-2,C11orf54,Other
C11orf54-3,C11orf54,Other
C11orf54-4,C11orf54,Other
AAMDC-1,AAMDC,Other
AAMDC-2,AAMDC,Other
AAMDC-3,AAMDC,Other
AAMDC-4,AAMDC,Other
SPCS1-1,SPCS1,Other
SPCS1-2,SPCS1,Other
SPCS1-3,SPCS1,Other
SPCS1-4,SPCS1,Other
MRPS18B-1,MRPS18B,Other
MRPS18B-2,MRPS18B,Other
MRPS18B-3,MRPS18B,Other
MRPS18B-4,MRPS18B,Other
C19orf53-1,C19orf53,Other
C19orf53-2,C19orf53,Other
C19orf53-3,C19orf53,Other
C19orf53-4,C19orf53,Other
ACAD9-1,ACAD9,Other
ACAD9-2,ACAD9,Other
ACAD9-3,ACAD9,Other
ACAD9-4,ACAD9,Other
MRPL42-1,MRPL42,Other
MRPL42-2,MRPL42,Other
MRPL42-3,MRPL42,Other
MRPL42-4,MRPL42,Other
TMEM14A-1,TMEM14A,Other
TMEM14A-2,TMEM14A,Other
TMEM14A-3,TMEM14A,Other
TMEM14A-4,TMEM14A,Other
IFT81-1,IFT81,Other
IFT81-2,IFT81,Other
IFT81-3,IFT81,Other
IFT81-4,IFT81,Other
FLVCR1-1,FLVCR1,Other
FLVCR1-2,FLVCR1,Other
FLVCR1-3,FLVCR1,Other
FLVCR1-4,FLVCR1,Other
TMPRSS11E-1,TMPRSS11E,Other
TMPRSS11E-2,TMPRSS11E,Other
TMPRSS11E-3,TMPRSS11E,Other
TMPRSS11E-4,TMPRSS11E,Other
RGCC-1,RGCC,Other
RGCC-2,RGCC,Other
RGCC-3,RGCC,Other
RGCC-4,RGCC,Other
MCTS1-1,MCTS1,Other
MCTS1-2,MCTS1,Other
MCTS1-3,MCTS1,Other
MCTS1-4,MCTS1,Other
MAGEH1-1,MAGEH1,Other
MAGEH1-2,MAGEH1,Other
MAGEH1-3,MAGEH1,Other
MAGEH1-4,MAGEH1,Other
NOB1-1,NOB1,Other
NOB1-2,NOB1,Other
NOB1-3,NOB1,Other
NOB1-4,NOB1,Other
DBNL-1,DBNL,Other
DBNL-2,DBNL,Other
DBNL-3,DBNL,Other
DBNL-4,DBNL,Other
NTMT1-1,NTMT1,Other
NTMT1-2,NTMT1,Other
NTMT1-3,NTMT1,Other
NTMT1-4,NTMT1,Other
ASTE1-1,ASTE1,Other
ASTE1-2,ASTE1,Other
ASTE1-3,ASTE1,Other
ASTE1-4,ASTE1,Other
COMMD5-1,COMMD5,Other
COMMD5-2,COMMD5,Other
COMMD5-3,COMMD5,Other
COMMD5-4,COMMD5,Other
MACROD1-1,MACROD1,Other
MACROD1-2,MACROD1,Other
MACROD1-3,MACROD1,Other
MACROD1-4,MACROD1,Other
HIPK2-1,HIPK2,Other
HIPK2-2,HIPK2,Other
HIPK2-3,HIPK2,Other
HIPK2-4,HIPK2,Other
MRPL13-1,MRPL13,Other
MRPL13-2,MRPL13,Other
MRPL13-3,MRPL13,Other
MRPL13-4,MRPL13,Other
KLF15-1,KLF15,Other
KLF15-2,KLF15,Other
KLF15-3,KLF15,Other
KLF15-4,KLF15,Other
SLC43A3-1,SLC43A3,Other
SLC43A3-2,SLC43A3,Other
SLC43A3-3,SLC43A3,Other
SLC43A3-4,SLC43A3,Other
ATAD2-1,ATAD2,Other
ATAD2-2,ATAD2,Other
ATAD2-3,ATAD2,Other
ATAD2-4,ATAD2,Other
C16orf72-1,C16orf72,Other
C16orf72-2,C16orf72,Other
C16orf72-3,C16orf72,Other
C16orf72-4,C16orf72,Other
FAM156A-1,FAM156A,Other
FAM156A-2,FAM156A,Other
FAM156A-3,FAM156A,Other
FAM156A-4,FAM156A,Other
TMEM230-1,TMEM230,Other
TMEM230-2,TMEM230,Other
TMEM230-3,TMEM230,Other
TMEM230-4,TMEM230,Other
WDR91-1,WDR91,Other
WDR91-2,WDR91,Other
WDR91-3,WDR91,Other
WDR91-4,WDR91,Other
ZCCHC4-1,ZCCHC4,Other
ZCCHC4-2,ZCCHC4,Other
ZCCHC4-3,ZCCHC4,Other
ZCCHC4-4,ZCCHC4,Other
ZC3H7A-1,ZC3H7A,Other
ZC3H7A-2,ZC3H7A,Other
ZC3H7A-3,ZC3H7A,Other
ZC3H7A-4,ZC3H7A,Other
ZBTB44-1,ZBTB44,Other
ZBTB44-2,ZBTB44,Other
ZBTB44-3,ZBTB44,Other
ZBTB44-4,ZBTB44,Other
CCDC113-1,CCDC113,Other
CCDC113-2,CCDC113,Other
CCDC113-3,CCDC113,Other
CCDC113-4,CCDC113,Other
C1GALT1C1-1,C1GALT1C1,Other
C1GALT1C1-2,C1GALT1C1,Other
C1GALT1C1-3,C1GALT1C1,Other
C1GALT1C1-4,C1GALT1C1,Other
SETD2-1,SETD2,Other
SETD2-2,SETD2,Other
SETD2-3,SETD2,Other
SETD2-4,SETD2,Other
MRPL18-1,MRPL18,Other
MRPL18-2,MRPL18,Other
MRPL18-3,MRPL18,Other
MRPL18-4,MRPL18,Other
NDUFAF4-1,NDUFAF4,Other
NDUFAF4-2,NDUFAF4,Other
NDUFAF4-3,NDUFAF4,Other
NDUFAF4-4,NDUFAF4,Other
MED4-1,MED4,Other
MED4-2,MED4,Other
MED4-3,MED4,Other
MED4-4,MED4,Other
CCDC59-1,CCDC59,Other
CCDC59-2,CCDC59,Other
CCDC59-3,CCDC59,Other
CCDC59-4,CCDC59,Other
METTL5-1,METTL5,Other
METTL5-2,METTL5,Other
